region,point,event_id,snapshot_timestamp,sample_type,tier,elevation,slope_deg,aspect,TWI,TRI,distance_to_river_m,flow_accumulation_cells,drainage_density_km_per_km2,cwc_danger_level_m,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h_antecedent,antecedent_precipitation_index,rain_intensity_mm_hr,soil_saturation_ratio,river_water_level_m,river_level_change_m_per_hr,tier_int
Wayanad,Chooralmala,UEI-IMD-FL-2005-0080,2005-07-06T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.9,4.1,6.4,38.7,76.2,7.941,0.9,0.92,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0080,2005-07-06T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.1,1.6,3.6,18.2,83.1,4.8849,0.1,0.92,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0080,2005-07-06T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.3,1.2,4.7,18.0,87.8,3.9035,0.3,0.92,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0080,2005-07-07T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,2.0,2.2,13.8,90.0,4.0523,0.7,0.92,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-19T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,1.7,,0.96,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-20T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,1.2,1.3,19.3,19.3,2.4721,0.0,0.96,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-21T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.9,3.1,5.4,18.0,37.3,5.1298,0.9,0.96,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-21T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.5,1.1,10.2,39.5,1.4798,0.0,0.96,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-21T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,7.6,39.5,0.5581,0.0,0.96,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0082,2005-07-22T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.1,0.9,0.9,3.1,40.4,1.0301,0.1,0.96,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-09-29T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.89,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-09-30T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,1.0,1.0,0.1139,0.0,0.88,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-10-01T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.0,1.0,0.0023,0.0,0.88,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-10-01T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.0,1.0,0.0003,0.0,0.88,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-10-01T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.87,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0084,2005-10-02T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-04T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.87,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-05T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.1,1.0,1.3,1.3,0.5116,0.0,0.89,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-06T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.6,12.3,13.6,2.4576,0.0,0.9,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-06T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,2.1,5.0,12.0,18.6,3.2514,0.2,0.89,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-06T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.0,2.9,2.9,8.5,21.5,4.3548,2.0,0.89,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0085,2005-10-07T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.8,8.7,22.3,1.6424,0.0,0.89,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-19T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.93,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-20T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,1.3,21.6,21.6,3.1061,0.0,0.93,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-21T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,1.1,14.9,36.5,2.7661,0.0,0.93,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-21T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,1.6,2.6,13.6,39.1,2.586,0.7,0.93,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-21T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.7,4.4,39.8,1.0641,0.0,0.93,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2005-0087,2005-10-22T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.1,1.1,1.1,4.4,40.9,2.3363,1.1,0.94,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-02T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.49,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-03T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-04T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,6.5,6.5,0.8087,0.0,0.52,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-04T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.1,0.2,0.2,3.5,6.7,2.1614,0.1,0.52,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-04T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,2.2,13.7,13.9,20.4,6.6396,0.0,0.52,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0046,2006-03-05T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,13.9,20.4,2.5041,0.0,0.52,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-05-29T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,1.0,,0.82,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-05-30T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,3.2,19.7,42.0,111.0,111.0,32.7375,3.2,0.84,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-05-31T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,8.2,22.9,50.1,123.8,234.8,49.6823,8.2,0.85,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-05-31T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,5.6,17.5,33.4,149.7,312.0,38.3575,5.6,0.86,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-05-31T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,4.4,13.1,24.6,151.9,336.6,30.9027,4.4,0.88,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0049,2006-06-01T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.9,12.4,27.0,128.8,363.6,28.2151,2.9,0.9,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-06-28T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,1.3,,0.98,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-06-29T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.0,6.7,9.1,40.5,40.5,9.6743,2.0,0.98,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-06-30T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.6,2.2,5.7,54.9,95.4,9.9007,0.6,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-06-30T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.8,4.7,29.8,107.1,5.4127,0.2,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-06-30T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.7,1.7,19.1,108.8,2.9349,0.0,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0052,2006-07-01T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.5,1.0,2.0,15.4,110.8,2.8039,0.5,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-01T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.5,,1.0,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-02T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.6,2.9,5.0,13.8,13.8,5.2682,0.6,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-03T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.0,3.5,6.1,53.6,67.4,8.8192,1.0,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-03T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,3.7,8.0,33.7,86.3,11.343,0.7,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-03T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.5,4.8,11.5,36.5,97.8,12.0416,0.5,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0053,2006-07-04T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.1,6.1,12.5,42.9,110.3,13.1536,1.1,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-02T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,1.1,,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-03T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.0,3.5,6.1,53.6,53.6,8.7348,1.0,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-04T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.1,6.1,12.5,42.9,96.5,13.1519,1.1,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-04T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,3.0,5.1,36.2,108.7,7.5846,0.7,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-04T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,1.6,5.1,29.8,113.8,5.7393,0.2,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0054,2006-07-05T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.0,2.6,5.2,22.5,119.0,5.8731,1.0,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-10T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.94,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-11T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.4,2.8,5.1,22.3,22.3,5.6808,1.4,0.96,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-12T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.8,3.3,5.6,27.4,49.7,8.71,1.8,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-12T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,3.8,8.1,18.9,42.1,78.7,15.5022,3.8,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-12T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.3,3.4,6.1,40.7,84.8,11.2124,1.3,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2006-0055,2006-08-13T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.5,1.8,5.8,40.9,90.6,7.0329,0.5,0.99,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-18T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.53,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-19T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,4.7,4.7,0.3576,0.0,0.53,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-20T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.8,5.5,0.0809,0.0,0.52,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-20T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.5,0.9,0.9,6.4,0.5806,0.2,0.52,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-20T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.1,1.0,6.5,0.2712,0.0,0.52,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0078,2007-04-21T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,1.0,6.5,0.1023,0.0,0.52,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-04T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.67,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-05T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.6,0.6,0.0472,0.0,0.66,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-06T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,1.4,1.4,3.5,4.1,1.2731,0.0,0.68,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-06T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.2,3.7,6.5,8.2,2.8458,0.2,0.69,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-06T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,2.1,4.7,10.2,12.9,4.1162,0.0,0.69,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0079,2007-06-07T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,1.7,10.5,14.6,2.0222,0.0,0.69,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-07T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.69,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-08T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.4,2.0,3.2,17.8,17.8,4.3286,0.4,0.7,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-09T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.4,25.5,43.3,2.1585,0.0,0.7,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-09T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.4,1.7,3.3,9.5,51.8,4.4395,0.4,0.69,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-09T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.9,9.8,52.7,1.7631,0.0,0.69,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0080,2007-06-10T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.4,0.5,0.5,9.9,53.2,1.3772,0.4,0.69,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-19T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.5,,0.9,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-20T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.0,7.3,22.5,63.4,63.4,21.8352,2.0,0.92,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-21T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.4,4.0,5.9,37.9,101.3,8.8811,2.4,0.94,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-21T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,4.2,12.0,19.1,43.2,129.5,18.2709,4.2,0.94,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-21T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.8,5.6,12.5,46.6,142.0,16.6452,2.8,0.94,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0082,2007-06-22T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,2.9,9.6,18.4,59.1,160.4,19.5277,2.9,0.94,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-25T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.6,,0.98,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-26T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,7.9,7.9,0.814,0.0,0.97,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-27T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,1.8,2.5,8.8,16.7,3.5522,0.7,0.97,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-27T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.4,12.4,22.7,1.7076,0.0,0.97,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-27T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.8,0.8,9.3,23.5,1.5259,0.2,0.97,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0083,2007-06-28T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.3,0.5,0.9,7.7,24.4,1.7163,0.3,0.97,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-06-29T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.7,,0.97,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-06-30T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,3.1,7.2,10.9,42.6,42.6,14.554,3.1,0.97,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-07-01T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.9,6.2,14.1,87.5,130.1,18.3556,1.9,0.98,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-07-01T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.9,7.1,18.2,70.9,167.7,18.567,1.9,0.98,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-07-01T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,3.5,9.0,13.5,65.2,181.2,17.6721,3.5,0.98,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0085,2007-07-02T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.9,6.0,11.1,62.2,192.3,14.0858,1.9,0.98,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-11T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,1.1,,1.0,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-12T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,1.3,2.9,21.4,21.4,5.2646,0.2,1.0,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-13T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,3.3,3.9,5.2,20.5,41.9,9.6117,3.3,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-13T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.4,1.9,7.1,28.0,62.6,7.5634,0.4,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-13T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,1.6,3.2,29.1,65.8,5.2847,0.7,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0087,2007-07-14T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.7,2.4,5.6,29.5,71.4,5.6425,0.7,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-23T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.5,,1.0,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-24T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.4,2.3,13.8,13.8,2.4933,0.0,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-25T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.2,3.6,6.2,20.9,34.7,7.294,1.2,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-25T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.5,4.5,32.3,55.8,7.4846,0.2,1.0,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-25T18:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,1.2,3.7,6.1,33.4,61.9,7.692,1.2,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0088,2007-07-26T00:00:00,positive,Red,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.1,1.1,2.6,29.8,64.5,3.7973,0.1,1.0,,,3
Wayanad,Chooralmala,UEI-IMD-FL-2007-0091,2007-10-31T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,,,,,,0.0,,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0091,2007-11-01T00:00:00,positive,Yellow,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.0,0.0,0.0,0.2,0.2,0.0175,0.0,0.99,,,1
Wayanad,Chooralmala,UEI-IMD-FL-2007-0091,2007-11-02T00:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,0.8,0.8,1.6,1.8,0.6347,0.2,0.99,,,2
Wayanad,Chooralmala,UEI-IMD-FL-2007-0091,2007-11-02T12:00:00,positive,Orange,982.0,20.692,10.06,6.0044,9.25,61.8,4.0,1.5687,,0.2,1.8,3.1,3.9,4.9,1.9997,0.2,0.99,,,2
